Instance Name,API Name,Instance Memory,vCPUs,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
C3 High Memory 176,c3-highmem-176,1408 GiB,176,€1.3392 hourly,€4.2046 hourly,€8.2467 hourly,€11.1121 hourly
C3 High Memory 192 metal,c3-highmem-192-metal,1536 GiB,192,€1.461 hourly,€4.5868 hourly,€8.9964 hourly,€12.1223 hourly
C3 High Memory 22,c3-highmem-22,176 GiB,22,€0.1674 hourly,€0.5256 hourly,€1.0308 hourly,€1.389 hourly
C3 High Memory 4,c3-highmem-4,32 GiB,4,€0.0304 hourly,€0.0956 hourly,€0.1874 hourly,€0.2525 hourly
C3 High Memory 44,c3-highmem-44,352 GiB,44,€0.3348 hourly,€1.0511 hourly,€2.0617 hourly,€2.778 hourly
C3 High Memory 8,c3-highmem-8,64 GiB,8,€0.0609 hourly,€0.1911 hourly,€0.3749 hourly,€0.5051 hourly
C3 High Memory 88,c3-highmem-88,704 GiB,88,€0.6696 hourly,€2.1023 hourly,€4.1234 hourly,€5.556 hourly
C3 Standard 176,c3-standard-176,704 GiB,176,€1.0194 hourly,€3.1174 hourly,€7.927 hourly,€10.0249 hourly
C3 Standard 176 lssd,c3-standard-176-lssd,704 GiB,176,€1.0194 hourly,€3.1174 hourly,€7.927 hourly,€10.0249 hourly
C3 Standard 192 metal,c3-standard-192-metal,768 GiB,192,€1.1121 hourly,€3.4008 hourly,€8.6476 hourly,€10.9363 hourly
C3 Standard 22,c3-standard-22,88 GiB,22,€0.1274 hourly,€0.3897 hourly,€0.9909 hourly,€1.2531 hourly
C3 Standard 22 lssd,c3-standard-22-lssd,88 GiB,22,€0.1274 hourly,€0.3897 hourly,€0.9909 hourly,€1.2531 hourly
C3 Standard 4,c3-standard-4,16 GiB,4,€0.0232 hourly,€0.0708 hourly,€0.1802 hourly,€0.2278 hourly
C3 Standard 4 lssd,c3-standard-4-lssd,16 GiB,4,€0.0232 hourly,€0.0708 hourly,€0.1802 hourly,€0.2278 hourly
C3 Standard 44,c3-standard-44,176 GiB,44,€0.2549 hourly,€0.7793 hourly,€1.9817 hourly,€2.5062 hourly
C3 Standard 44 lssd,c3-standard-44-lssd,176 GiB,44,€0.2549 hourly,€0.7793 hourly,€1.9817 hourly,€2.5062 hourly
C3 Standard 8,c3-standard-8,32 GiB,8,€0.0463 hourly,€0.1417 hourly,€0.3603 hourly,€0.4557 hourly
C3 Standard 8 lssd,c3-standard-8-lssd,32 GiB,8,€0.0463 hourly,€0.1417 hourly,€0.3603 hourly,€0.4557 hourly
C3 Standard 88,c3-standard-88,352 GiB,88,€0.5097 hourly,€1.5587 hourly,€3.9635 hourly,€5.0125 hourly
C3 Standard 88 lssd,c3-standard-88-lssd,352 GiB,88,€0.5097 hourly,€1.5587 hourly,€3.9635 hourly,€5.0125 hourly
C4 High CPU 144,c4-highcpu-144,288 GiB,144,€0.7026 hourly,€2.3884 hourly,€6.3542 hourly,€8.04 hourly
C4 High CPU 16,c4-highcpu-16,32 GiB,16,€0.0781 hourly,€0.2654 hourly,€0.706 hourly,€0.8933 hourly
C4 High CPU 192,c4-highcpu-192,384 GiB,192,€0.9368 hourly,€3.1846 hourly,€8.4722 hourly,€10.72 hourly
C4 High CPU 2,c4-highcpu-2,4 GiB,2,€0.0098 hourly,€0.0332 hourly,€0.0883 hourly,€0.1117 hourly
C4 High CPU 24,c4-highcpu-24,48 GiB,24,€0.1171 hourly,€0.3981 hourly,€1.059 hourly,€1.34 hourly
C4 High CPU 288,c4-highcpu-288,576 GiB,288,€1.4052 hourly,€4.7768 hourly,€12.7084 hourly,€16.08 hourly
C4 High CPU 32,c4-highcpu-32,64 GiB,32,€0.1561 hourly,€0.5308 hourly,€1.412 hourly,€1.7867 hourly
C4 High CPU 4,c4-highcpu-4,8 GiB,4,€0.0195 hourly,€0.0663 hourly,€0.1765 hourly,€0.2233 hourly
C4 High CPU 48,c4-highcpu-48,96 GiB,48,€0.2342 hourly,€0.7961 hourly,€2.1181 hourly,€2.68 hourly
C4 High CPU 8,c4-highcpu-8,16 GiB,8,€0.039 hourly,€0.1327 hourly,€0.353 hourly,€0.4467 hourly
C4 High CPU 96,c4-highcpu-96,192 GiB,96,€0.4684 hourly,€1.5923 hourly,€4.2361 hourly,€5.36 hourly
C4 High Memory 144,c4-highmem-144,1116 GiB,144,€1.0767 hourly,€3.66 hourly,€6.7283 hourly,€9.3116 hourly
C4 High Memory 144 lssd,c4-highmem-144-lssd,1116 GiB,144,€1.0767 hourly,€3.66 hourly,€6.7283 hourly,€9.3116 hourly
C4 High Memory 16,c4-highmem-16,124 GiB,16,€0.1196 hourly,€0.4067 hourly,€0.7476 hourly,€1.0346 hourly
C4 High Memory 16 lssd,c4-highmem-16-lssd,124 GiB,16,€0.1196 hourly,€0.4067 hourly,€0.7476 hourly,€1.0346 hourly
C4 High Memory 192,c4-highmem-192,1488 GiB,192,€1.4356 hourly,€4.88 hourly,€8.971 hourly,€12.4155 hourly
C4 High Memory 192 lssd,c4-highmem-192-lssd,1488 GiB,192,€1.4356 hourly,€4.88 hourly,€8.971 hourly,€12.4155 hourly
C4 High Memory 2,c4-highmem-2,15 GiB,2,€0.0147 hourly,€0.0501 hourly,€0.0932 hourly,€0.1286 hourly
C4 High Memory 24,c4-highmem-24,186 GiB,24,€0.1794 hourly,€0.61 hourly,€1.1214 hourly,€1.5519 hourly
C4 High Memory 24 lssd,c4-highmem-24-lssd,186 GiB,24,€0.1794 hourly,€0.61 hourly,€1.1214 hourly,€1.5519 hourly
C4 High Memory 288,c4-highmem-288,2232 GiB,288,€2.1533 hourly,€7.3201 hourly,€13.4566 hourly,€18.6233 hourly
C4 High Memory 288 lssd,c4-highmem-288-lssd,2232 GiB,288,€2.1533 hourly,€7.3201 hourly,€13.4566 hourly,€18.6233 hourly
C4 High Memory 288 lssd metal,c4-highmem-288-lssd-metal,2232 GiB,288,€2.1533 hourly,€7.3201 hourly,€13.4566 hourly,€18.6233 hourly
C4 High Memory 288 metal,c4-highmem-288-metal,2232 GiB,288,€2.1533 hourly,€7.3201 hourly,€13.4566 hourly,€18.6233 hourly
C4 High Memory 32,c4-highmem-32,248 GiB,32,€0.2393 hourly,€0.8133 hourly,€1.4952 hourly,€2.0693 hourly
C4 High Memory 32 lssd,c4-highmem-32-lssd,248 GiB,32,€0.2393 hourly,€0.8133 hourly,€1.4952 hourly,€2.0693 hourly
C4 High Memory 4,c4-highmem-4,31 GiB,4,€0.0299 hourly,€0.1017 hourly,€0.1869 hourly,€0.2587 hourly
C4 High Memory 4 lssd,c4-highmem-4-lssd,31 GiB,4,€0.0299 hourly,€0.1017 hourly,€0.1869 hourly,€0.2587 hourly
C4 High Memory 48,c4-highmem-48,372 GiB,48,€0.3589 hourly,€1.22 hourly,€2.2428 hourly,€3.1039 hourly
C4 High Memory 48 lssd,c4-highmem-48-lssd,372 GiB,48,€0.3589 hourly,€1.22 hourly,€2.2428 hourly,€3.1039 hourly
C4 High Memory 8,c4-highmem-8,62 GiB,8,€0.0598 hourly,€0.2033 hourly,€0.3738 hourly,€0.5173 hourly
C4 High Memory 8 lssd,c4-highmem-8-lssd,62 GiB,8,€0.0598 hourly,€0.2033 hourly,€0.3738 hourly,€0.5173 hourly
C4 High Memory 96,c4-highmem-96,744 GiB,96,€0.7178 hourly,€2.44 hourly,€4.4855 hourly,€6.2078 hourly
C4 High Memory 96 lssd,c4-highmem-96-lssd,744 GiB,96,€0.7178 hourly,€2.44 hourly,€4.4855 hourly,€6.2078 hourly
C4 Standard 144,c4-standard-144,540 GiB,144,€0.8164 hourly,€2.7754 hourly,€6.468 hourly,€8.427 hourly
C4 Standard 144 lssd,c4-standard-144-lssd,540 GiB,144,€0.8164 hourly,€2.7754 hourly,€6.468 hourly,€8.427 hourly
C4 Standard 16,c4-standard-16,60 GiB,16,€0.0907 hourly,€0.3084 hourly,€0.7187 hourly,€0.9363 hourly
C4 Standard 16 lssd,c4-standard-16-lssd,60 GiB,16,€0.0907 hourly,€0.3084 hourly,€0.7187 hourly,€0.9363 hourly
C4 Standard 192,c4-standard-192,720 GiB,192,€1.0886 hourly,€3.7006 hourly,€8.6241 hourly,€11.236 hourly
C4 Standard 192 lssd,c4-standard-192-lssd,720 GiB,192,€1.0886 hourly,€3.7006 hourly,€8.6241 hourly,€11.236 hourly
C4 Standard 2,c4-standard-2,7 GiB,2,€0.0111 hourly,€0.0378 hourly,€0.0896 hourly,€0.1163 hourly
C4 Standard 24,c4-standard-24,90 GiB,24,€0.1361 hourly,€0.4626 hourly,€1.078 hourly,€1.4045 hourly
C4 Standard 24 lssd,c4-standard-24-lssd,90 GiB,24,€0.1361 hourly,€0.4626 hourly,€1.078 hourly,€1.4045 hourly
C4 Standard 288,c4-standard-288,1080 GiB,288,€1.6329 hourly,€5.5509 hourly,€12.9361 hourly,€16.8541 hourly
C4 Standard 288 lssd,c4-standard-288-lssd,1080 GiB,288,€1.6329 hourly,€5.5509 hourly,€12.9361 hourly,€16.8541 hourly
C4 Standard 288 lssd metal,c4-standard-288-lssd-metal,1080 GiB,288,€1.6329 hourly,€5.5509 hourly,€12.9361 hourly,€16.8541 hourly
C4 Standard 288 metal,c4-standard-288-metal,1080 GiB,288,€1.6329 hourly,€5.5509 hourly,€12.9361 hourly,€16.8541 hourly
C4 Standard 32,c4-standard-32,120 GiB,32,€0.1814 hourly,€0.6168 hourly,€1.4373 hourly,€1.8727 hourly
C4 Standard 32 lssd,c4-standard-32-lssd,120 GiB,32,€0.1814 hourly,€0.6168 hourly,€1.4373 hourly,€1.8727 hourly
C4 Standard 4,c4-standard-4,15 GiB,4,€0.0227 hourly,€0.0771 hourly,€0.1797 hourly,€0.2341 hourly
C4 Standard 4 lssd,c4-standard-4-lssd,15 GiB,4,€0.0227 hourly,€0.0771 hourly,€0.1797 hourly,€0.2341 hourly
C4 Standard 48,c4-standard-48,180 GiB,48,€0.2721 hourly,€0.9251 hourly,€2.156 hourly,€2.809 hourly
C4 Standard 48 lssd,c4-standard-48-lssd,180 GiB,48,€0.2721 hourly,€0.9251 hourly,€2.156 hourly,€2.809 hourly
C4 Standard 8,c4-standard-8,30 GiB,8,€0.0454 hourly,€0.1542 hourly,€0.3593 hourly,€0.4682 hourly
C4 Standard 8 lssd,c4-standard-8-lssd,30 GiB,8,€0.0454 hourly,€0.1542 hourly,€0.3593 hourly,€0.4682 hourly
C4 Standard 96,c4-standard-96,360 GiB,96,€0.5443 hourly,€1.8503 hourly,€4.312 hourly,€5.618 hourly
C4 Standard 96 lssd,c4-standard-96-lssd,360 GiB,96,€0.5443 hourly,€1.8503 hourly,€4.312 hourly,€5.618 hourly
E2 High CPU 16,e2-highcpu-16,16 GiB,16,€0.4541 hourly,€0.0787 hourly,€1.082 hourly,€0.7066 hourly
E2 High CPU 2,e2-highcpu-2,2 GiB,2,€0.0568 hourly,€0.0098 hourly,€0.1353 hourly,€0.0883 hourly
E2 High CPU 32,e2-highcpu-32,32 GiB,32,€0.9081 hourly,€0.1573 hourly,€2.164 hourly,€1.4132 hourly
E2 High CPU 4,e2-highcpu-4,4 GiB,4,€0.1135 hourly,€0.0197 hourly,€0.2705 hourly,€0.1767 hourly
E2 High CPU 8,e2-highcpu-8,8 GiB,8,€0.227 hourly,€0.0393 hourly,€0.541 hourly,€0.3533 hourly
E2 High Memory 16,e2-highmem-16,128 GiB,16,€0.8297 hourly,€0.1438 hourly,€1.4576 hourly,€0.7718 hourly
E2 High Memory 2,e2-highmem-2,16 GiB,2,€0.1037 hourly,€0.018 hourly,€0.1822 hourly,€0.0965 hourly
E2 High Memory 4,e2-highmem-4,32 GiB,4,€0.2074 hourly,€0.036 hourly,€0.3644 hourly,€0.1929 hourly
E2 High Memory 8,e2-highmem-8,64 GiB,8,€0.4148 hourly,€0.0719 hourly,€0.7288 hourly,€0.3859 hourly
E2 Medium,e2-medium,4 GiB,2,€0.0635 hourly,€0.011 hourly,€0.142 hourly,€0.0895 hourly
E2 Micro,e2-micro,1 GiB,2,€0.0534 hourly,€0.0093 hourly,€0.1319 hourly,€0.0877 hourly
E2 Small,e2-small,2 GiB,2,€0.0568 hourly,€0.0098 hourly,€0.1353 hourly,€0.0883 hourly
E2 Standard 16,e2-standard-16,64 GiB,16,€0.615 hourly,€0.1066 hourly,€1.243 hourly,€0.7345 hourly
E2 Standard 2,e2-standard-2,8 GiB,2,€0.0769 hourly,€0.0133 hourly,€0.1554 hourly,€0.0918 hourly
E2 Standard 32,e2-standard-32,128 GiB,32,€1.2301 hourly,€0.2132 hourly,€2.486 hourly,€1.4691 hourly
E2 Standard 4,e2-standard-4,16 GiB,4,€0.1538 hourly,€0.0266 hourly,€0.3107 hourly,€0.1836 hourly
E2 Standard 8,e2-standard-8,32 GiB,8,€0.3075 hourly,€0.0533 hourly,€0.6215 hourly,€0.3673 hourly
G2 Standard 12,g2-standard-12,48 GiB,12,€0.0505 hourly,€0.1289 hourly,€0.5215 hourly,€0.5998 hourly
G2 Standard 16,g2-standard-16,64 GiB,16,€0.0674 hourly,€0.1718 hourly,€0.6953 hourly,€0.7998 hourly
G2 Standard 24,g2-standard-24,96 GiB,24,€0.101 hourly,€0.2577 hourly,€1.043 hourly,€1.1997 hourly
G2 Standard 32,g2-standard-32,128 GiB,32,€0.1347 hourly,€0.3436 hourly,€1.3906 hourly,€1.5995 hourly
G2 Standard 4,g2-standard-4,16 GiB,4,€0.0168 hourly,€0.043 hourly,€0.1738 hourly,€0.1999 hourly
G2 Standard 48,g2-standard-48,192 GiB,48,€0.2021 hourly,€0.5154 hourly,€2.086 hourly,€2.3993 hourly
G2 Standard 8,g2-standard-8,32 GiB,8,€0.0337 hourly,€0.0859 hourly,€0.3477 hourly,€0.3999 hourly
G2 Standard 96,g2-standard-96,384 GiB,96,€0.4042 hourly,€1.0309 hourly,€4.1719 hourly,€4.7986 hourly
H3 Standard 88,h3-standard-88,352 GiB,88,€1.6407 hourly,€2.017 hourly,€5.0945 hourly,€5.4708 hourly
M3 Mega Memory 128,m3-megamem-128,1952 GiB,128,€16.5321 hourly,€3.3339 hourly,€21.5558 hourly,€8.3575 hourly
M3 Mega Memory 64,m3-megamem-64,976 GiB,64,€8.2661 hourly,€1.6669 hourly,€10.7779 hourly,€4.1788 hourly
M3 Ultra Memory 128,m3-ultramem-128,3904 GiB,128,€27.9537 hourly,€5.7526 hourly,€32.9774 hourly,€10.7762 hourly
M3 Ultra Memory 32,m3-ultramem-32,976 GiB,32,€6.9884 hourly,€1.4381 hourly,€8.2443 hourly,€2.6941 hourly
M3 Ultra Memory 64,m3-ultramem-64,1952 GiB,64,€13.9769 hourly,€2.8763 hourly,€16.4887 hourly,€5.3881 hourly
M4 Hypermem 16,m4-hypermem-16,248 GiB,16,€1.7776 hourly,€0.7479 hourly,€2.4056 hourly,€1.3759 hourly
M4 Hypermem 32,m4-hypermem-32,496 GiB,32,€3.5552 hourly,€1.4959 hourly,€4.8111 hourly,€2.7518 hourly
M4 Hypermem 64,m4-hypermem-64,992 GiB,64,€7.1104 hourly,€2.9917 hourly,€9.6222 hourly,€5.5036 hourly
M4 Mega Memory 112,m4-megamem-112,1488 GiB,112,€10.7018 hourly,€4.6435 hourly,€15.0975 hourly,€9.0392 hourly
M4 Mega Memory 224,m4-megamem-224,2976 GiB,224,€21.4036 hourly,€9.287 hourly,€30.195 hourly,€18.0784 hourly
M4 Mega Memory 28,m4-megamem-28,372 GiB,28,€2.6755 hourly,€1.1609 hourly,€3.7744 hourly,€2.2598 hourly
M4 Mega Memory 56,m4-megamem-56,744 GiB,56,€5.3509 hourly,€2.3218 hourly,€7.5488 hourly,€4.5196 hourly
M4 Ultra Memory 112,m4-ultramem-112,2976 GiB,112,€21.1504 hourly,€8.1958 hourly,€25.546 hourly,€12.5915 hourly
M4 Ultra Memory 224,m4-ultramem-224,5952 GiB,224,€42.3007 hourly,€16.3915 hourly,€51.0921 hourly,€25.1829 hourly
M4 Ultra Memory 56,m4-ultramem-56,1488 GiB,56,€10.5752 hourly,€4.0979 hourly,€12.773 hourly,€6.2957 hourly
N1 High CPU 16,n1-highcpu-16,14.400390625 GiB,16,€0.6503 hourly,€0.1358 hourly,€1.2782 hourly,€0.7638 hourly
N1 High CPU 2,n1-highcpu-2,1.7998046875 GiB,2,€0.0813 hourly,€0.017 hourly,€0.1598 hourly,€0.0955 hourly
N1 High CPU 32,n1-highcpu-32,28.7998046875 GiB,32,€1.3006 hourly,€0.2716 hourly,€2.5565 hourly,€1.5275 hourly
N1 High CPU 4,n1-highcpu-4,3.599609375 GiB,4,€0.1626 hourly,€0.034 hourly,€0.3196 hourly,€0.1909 hourly
N1 High CPU 64,n1-highcpu-64,57.599609375 GiB,64,€2.6011 hourly,€0.5433 hourly,€5.113 hourly,€3.0551 hourly
N1 High CPU 8,n1-highcpu-8,7.2001953125 GiB,8,€0.3251 hourly,€0.0679 hourly,€0.6391 hourly,€0.3819 hourly
N1 High CPU 96,n1-highcpu-96,86.400390625 GiB,96,€3.9017 hourly,€0.8149 hourly,€7.6694 hourly,€4.5827 hourly
N1 High Memory 16,n1-highmem-16,104 GiB,16,€1.0858 hourly,€0.2266 hourly,€1.7137 hourly,€0.8546 hourly
N1 High Memory 2,n1-highmem-2,13 GiB,2,€0.1357 hourly,€0.0283 hourly,€0.2142 hourly,€0.1068 hourly
N1 High Memory 32,n1-highmem-32,208 GiB,32,€2.1715 hourly,€0.4533 hourly,€3.4274 hourly,€1.7092 hourly
N1 High Memory 4,n1-highmem-4,26 GiB,4,€0.2714 hourly,€0.0567 hourly,€0.4284 hourly,€0.2136 hourly
N1 High Memory 64,n1-highmem-64,416 GiB,64,€4.343 hourly,€0.9066 hourly,€6.8548 hourly,€3.4184 hourly
N1 High Memory 8,n1-highmem-8,52 GiB,8,€0.5429 hourly,€0.1133 hourly,€0.8569 hourly,€0.4273 hourly
N1 High Memory 96,n1-highmem-96,624 GiB,96,€6.5145 hourly,€1.3598 hourly,€10.2822 hourly,€5.1276 hourly
N1 Mega Memory 96,n1-megamem-96,1433.599609375 GiB,96,€10.4493 hourly,€2.1804 hourly,€14.217 hourly,€5.9482 hourly
N1 Standard 1,n1-standard-1,3.75 GiB,1,€0.0545 hourly,€0.0114 hourly,€0.0937 hourly,€0.0506 hourly
N1 Standard 16,n1-standard-16,60 GiB,16,€0.8719 hourly,€0.182 hourly,€1.4999 hourly,€0.81 hourly
N1 Standard 2,n1-standard-2,7.5 GiB,2,€0.109 hourly,€0.0228 hourly,€0.1875 hourly,€0.1012 hourly
N1 Standard 32,n1-standard-32,120 GiB,32,€1.7438 hourly,€0.3641 hourly,€2.9997 hourly,€1.62 hourly
N1 Standard 4,n1-standard-4,15 GiB,4,€0.218 hourly,€0.0455 hourly,€0.375 hourly,€0.2025 hourly
N1 Standard 64,n1-standard-64,240 GiB,64,€3.4876 hourly,€0.7282 hourly,€5.9994 hourly,€3.24 hourly
N1 Standard 8,n1-standard-8,30 GiB,8,€0.436 hourly,€0.091 hourly,€0.7499 hourly,€0.405 hourly
N1 Standard 96,n1-standard-96,360 GiB,96,€5.2314 hourly,€1.0922 hourly,€8.9992 hourly,€4.86 hourly
N1 Ultra Memory 160,n1-ultramem-160,3844 GiB,160,€24.4853 hourly,€5.1085 hourly,€30.7649 hourly,€11.3881 hourly
N1 Ultra Memory 40,n1-ultramem-40,961 GiB,40,€6.1213 hourly,€1.2771 hourly,€7.6912 hourly,€2.847 hourly
N1 Ultra Memory 80,n1-ultramem-80,1922 GiB,80,€12.2427 hourly,€2.5543 hourly,€15.3824 hourly,€5.694 hourly
N2 High CPU 16,n2-highcpu-16,16 GiB,16,€0.0775 hourly,€0.2632 hourly,€0.7054 hourly,€0.8911 hourly
N2 High CPU 2,n2-highcpu-2,2 GiB,2,€0.0097 hourly,€0.0329 hourly,€0.0882 hourly,€0.1114 hourly
N2 High CPU 32,n2-highcpu-32,32 GiB,32,€0.1549 hourly,€0.5264 hourly,€1.4109 hourly,€1.7823 hourly
N2 High CPU 4,n2-highcpu-4,4 GiB,4,€0.0194 hourly,€0.0658 hourly,€0.1764 hourly,€0.2228 hourly
N2 High CPU 48,n2-highcpu-48,48 GiB,48,€0.2324 hourly,€0.7895 hourly,€2.1163 hourly,€2.6734 hourly
N2 High CPU 64,n2-highcpu-64,64 GiB,64,€0.3099 hourly,€1.0527 hourly,€2.8217 hourly,€3.5646 hourly
N2 High CPU 8,n2-highcpu-8,8 GiB,8,€0.0387 hourly,€0.1316 hourly,€0.3527 hourly,€0.4456 hourly
N2 High CPU 80,n2-highcpu-80,80 GiB,80,€0.3874 hourly,€1.3159 hourly,€3.5271 hourly,€4.4557 hourly
N2 High CPU 96,n2-highcpu-96,96 GiB,96,€0.4648 hourly,€1.5791 hourly,€4.2326 hourly,€5.3468 hourly
N2 High Memory 128,n2-highmem-128,864 GiB,128,€1.514 hourly,€3.5366 hourly,€6.5377 hourly,€8.5602 hourly
N2 High Memory 16,n2-highmem-16,128 GiB,16,€0.2136 hourly,€0.481 hourly,€0.8415 hourly,€1.1089 hourly
N2 High Memory 2,n2-highmem-2,16 GiB,2,€0.0267 hourly,€0.0601 hourly,€0.1052 hourly,€0.1386 hourly
N2 High Memory 32,n2-highmem-32,256 GiB,32,€0.4271 hourly,€0.9619 hourly,€1.683 hourly,€2.2178 hourly
N2 High Memory 4,n2-highmem-4,32 GiB,4,€0.0534 hourly,€0.1202 hourly,€0.2104 hourly,€0.2772 hourly
N2 High Memory 48,n2-highmem-48,384 GiB,48,€0.6407 hourly,€1.4429 hourly,€2.5245 hourly,€3.3267 hourly
N2 High Memory 64,n2-highmem-64,512 GiB,64,€0.8542 hourly,€1.9238 hourly,€3.366 hourly,€4.4357 hourly
N2 High Memory 8,n2-highmem-8,64 GiB,8,€0.1068 hourly,€0.2405 hourly,€0.4208 hourly,€0.5545 hourly
N2 High Memory 80,n2-highmem-80,640 GiB,80,€1.0678 hourly,€2.4048 hourly,€4.2076 hourly,€5.5446 hourly
N2 High Memory 96,n2-highmem-96,768 GiB,96,€1.2813 hourly,€2.8858 hourly,€5.0491 hourly,€6.6535 hourly
N2 Standard 128,n2-standard-128,512 GiB,128,€1.0863 hourly,€2.8521 hourly,€6.11 hourly,€7.8758 hourly
N2 Standard 16,n2-standard-16,64 GiB,16,€0.1358 hourly,€0.3565 hourly,€0.7637 hourly,€0.9845 hourly
N2 Standard 2,n2-standard-2,8 GiB,2,€0.017 hourly,€0.0446 hourly,€0.0955 hourly,€0.1231 hourly
N2 Standard 32,n2-standard-32,128 GiB,32,€0.2716 hourly,€0.713 hourly,€1.5275 hourly,€1.9689 hourly
N2 Standard 4,n2-standard-4,16 GiB,4,€0.0339 hourly,€0.0891 hourly,€0.1909 hourly,€0.2461 hourly
N2 Standard 48,n2-standard-48,192 GiB,48,€0.4074 hourly,€1.0695 hourly,€2.2912 hourly,€2.9534 hourly
N2 Standard 64,n2-standard-64,256 GiB,64,€0.5432 hourly,€1.4261 hourly,€3.055 hourly,€3.9379 hourly
N2 Standard 8,n2-standard-8,32 GiB,8,€0.0679 hourly,€0.1783 hourly,€0.3819 hourly,€0.4922 hourly
N2 Standard 80,n2-standard-80,320 GiB,80,€0.679 hourly,€1.7826 hourly,€3.8187 hourly,€4.9224 hourly
N2 Standard 96,n2-standard-96,384 GiB,96,€0.8148 hourly,€2.1391 hourly,€4.5825 hourly,€5.9068 hourly
